INCITS,County,State,Population,State_Abbr
17189,Washington County,Illinois,14448,IL
17191,Wayne County,Illinois,16612,IL
17193,White County,Illinois,14549,IL
17195,Whiteside County,Illinois,57557,IL
17197,Will County,Illinois,682829,IL
17199,Williamson County,Illinois,66924,IL
17201,Winnebago County,Illinois,290666,IL
17203,Woodford County,Illinois,39273,IL
18001,Adams County,Indiana,34614,IN
18003,Allen County,Indiana,363014,IN
18005,Bartholomew County,Indiana,79587,IN
18007,Benton County,Indiana,8767,IN
18009,Blackford County,Indiana,12481,IN
18011,Boone County,Indiana,60477,IN
18013,Brown County,Indiana,15023,IN
18015,Carroll County,Indiana,20086,IN
18017,Cass County,Indiana,38463,IN
18019,Clark County,Indiana,112938,IN
18021,Clay County,Indiana,26803,IN
18023,Clinton County,Indiana,32916,IN
18025,Crawford County,Indiana,10621,IN
18027,Daviess County,Indiana,32407,IN
18029,Dearborn County,Indiana,49904,IN
18031,Decatur County,Indiana,26277,IN
18033,DeKalb County,Indiana,42307,IN
18035,Delaware County,Indiana,117484,IN
18037,Dubois County,Indiana,42361,IN
18039,Elkhart County,Indiana,200563,IN
18041,Fayette County,Indiana,23861,IN
18043,Floyd County,Indiana,76244,IN
18045,Fountain County,Indiana,16880,IN
18047,Franklin County,Indiana,22951,IN
18049,Fulton County,Indiana,20449,IN
18051,Gibson County,Indiana,33612,IN
18053,Grant County,Indiana,69126,IN
18055,Greene County,Indiana,32781,IN
18057,Hamilton County,Indiana,296693,IN
18059,Hancock County,Indiana,71575,IN
18061,Harrison County,Indiana,39163,IN
18063,Hendricks County,Indiana,153879,IN
18065,Henry County,Indiana,49044,IN
18067,Howard County,Indiana,82760,IN
18069,Huntington County,Indiana,36791,IN
18071,Jackson County,Indiana,43466,IN
18073,Jasper County,Indiana,33389,IN
18075,Jay County,Indiana,21330,IN
18077,Jefferson County,Indiana,32458,IN
18079,Jennings County,Indiana,28241,IN
18081,Johnson County,Indiana,145535,IN
18083,Knox County,Indiana,37954,IN
18085,Kosciusko County,Indiana,77963,IN
18087,LaGrange County,Indiana,37996,IN
18089,Lake County,Indiana,491456,IN
18091,LaPorte County,Indiana,111281,IN
18093,Lawrence County,Indiana,45844,IN
18095,Madison County,Indiana,130482,IN
18097,Marion County,Indiana,928281,IN
18099,Marshall County,Indiana,47109,IN
18101,Martin County,Indiana,10160,IN
18103,Miami County,Indiana,36140,IN
18105,Monroe County,Indiana,141888,IN
18107,Montgomery County,Indiana,38177,IN
18109,Morgan County,Indiana,69782,IN
18111,Newton County,Indiana,14087,IN
18113,Noble County,Indiana,47570,IN
18115,Ohio County,Indiana,5994,IN
18117,Orange County,Indiana,19773,IN
18119,Owen County,Indiana,21201,IN
18121,Parke County,Indiana,17202,IN
18123,Perry County,Indiana,19558,IN
18125,Pike County,Indiana,12683,IN
18127,Porter County,Indiana,166557,IN
18129,Posey County,Indiana,25486,IN
18131,Pulaski County,Indiana,13007,IN
18133,Putnam County,Indiana,37505,IN
18135,Randolph County,Indiana,25627,IN
18137,Ripley County,Indiana,28419,IN
18139,Rush County,Indiana,17004,IN
18141,St. Joseph County,Indiana,266709,IN
18143,Scott County,Indiana,23972,IN
18145,Shelby County,Indiana,44729,IN
18147,Spencer County,Indiana,20944,IN
18149,Starke County,Indiana,23197,IN
18151,Steuben County,Indiana,34358,IN
18153,Sullivan County,Indiana,21223,IN
18155,Switzerland County,Indiana,10526,IN
18157,Tippecanoe County,Indiana,180174,IN
18159,Tipton County,Indiana,15650,IN
18161,Union County,Indiana,7277,IN
18163,Vanderburgh County,Indiana,181398,IN
18165,Vermillion County,Indiana,15878,IN
18167,Vigo County,Indiana,108291,IN
18169,Wabash County,Indiana,32358,IN
18171,Warren County,Indiana,8415,IN
18173,Warrick County,Indiana,61049,IN
18175,Washington County,Indiana,27780,IN
18177,Wayne County,Indiana,67893,IN
18179,Wells County,Indiana,27814,IN
18181,White County,Indiana,24466,IN
18183,Whitley County,Indiana,33294,IN
19001,Adair County,Iowa,7472,IA
19003,Adams County,Iowa,3894,IA
19005,Allamakee County,Iowa,14169,IA
19007,Appanoose County,Iowa,12692,IA
19009,Audubon County,Iowa,5873,IA
19011,Benton County,Iowa,25699,IA
19013,Black Hawk County,Iowa,132546,IA
19015,Boone County,Iowa,26364,IA
19017,Bremer County,Iowa,24624,IA
19019,Buchanan County,Iowa,20976,IA
19021,Buena Vista County,Iowa,20567,IA
19023,Butler County,Iowa,15021,IA
19025,Calhoun County,Iowa,9926,IA
19027,Carroll County,Iowa,20598,IA
19029,Cass County,Iowa,13598,IA
19031,Cedar County,Iowa,18393,IA
19033,Cerro Gordo County,Iowa,43575,IA
19035,Cherokee County,Iowa,11945,IA
19037,Chickasaw County,Iowa,12321,IA
19039,Clarke County,Iowa,9325,IA
19041,Clay County,Iowa,16491,IA
19043,Clayton County,Iowa,17773,IA
19045,Clinton County,Iowa,48420,IA
19047,Crawford County,Iowa,17434,IA
19049,Dallas County,Iowa,74641,IA
19051,Davis County,Iowa,8791,IA
19053,Decatur County,Iowa,8136,IA
19055,Delaware County,Iowa,17534,IA
19057,Des Moines County,Iowa,40480,IA
19059,Dickinson County,Iowa,16955,IA
19061,Dubuque County,Iowa,95697,IA
19063,Emmet County,Iowa,9996,IA
19065,Fayette County,Iowa,20502,IA
19067,Floyd County,Iowa,16092,IA
19069,Franklin County,Iowa,10548,IA
19071,Fremont County,Iowa,7080,IA
19073,Greene County,Iowa,9139,IA
19075,Grundy County,Iowa,12314,IA
19077,Guthrie County,Iowa,10687,IA
19079,Hamilton County,Iowa,15312,IA
19081,Hancock County,Iowa,11094,IA
19083,Hardin County,Iowa,17441,IA
19085,Harrison County,Iowa,14431,IA
19087,Henry County,Iowa,20222,IA
19089,Howard County,Iowa,9526,IA
19091,Humboldt County,Iowa,9688,IA
19093,Ida County,Iowa,7141,IA
19095,Iowa County,Iowa,16330,IA
19097,Jackson County,Iowa,19587,IA
19099,Jasper County,Iowa,36641,IA
19101,Jefferson County,Iowa,16810,IA
19103,Johnson County,Iowa,139155,IA
19105,Jones County,Iowa,20611,IA
19107,Keokuk County,Iowa,10329,IA
19109,Kossuth County,Iowa,15321,IA
19111,Lee County,Iowa,35682,IA
19113,Linn County,Iowa,216111,IA
19115,Louisa County,Iowa,11282,IA
19117,Lucas County,Iowa,8746,IA
19119,Lyon County,Iowa,11712,IA
19121,Madison County,Iowa,15448,IA
19123,Mahaska County,Iowa,22417,IA
19125,Marion County,Iowa,33252,IA
19127,Marshall County,Iowa,40994,IA
19129,Mills County,Iowa,14896,IA
19131,Mitchell County,Iowa,10709,IA
19133,Monona County,Iowa,9121,IA
19135,Monroe County,Iowa,8012,IA
19137,Montgomery County,Iowa,10424,IA
19139,Muscatine County,Iowa,42836,IA
19141,O'Brien County,Iowa,14044,IA
19143,Osceola County,Iowa,6211,IA
19145,Page County,Iowa,15713,IA
19147,Palo Alto County,Iowa,9185,IA
19149,Plymouth County,Iowa,24957,IA
19151,Pocahontas County,Iowa,7154,IA
19153,Polk County,Iowa,451677,IA
19155,Pottawattamie County,Iowa,92728,IA
19157,Poweshiek County,Iowa,18601,IA
19159,Ringgold County,Iowa,5072,IA
19161,Sac County,Iowa,10071,IA
19163,Scott County,Iowa,170385,IA
19165,Shelby County,Iowa,11961,IA
19167,Sioux County,Iowa,34547,IA
19169,Story County,Iowa,92406,IA
19171,Tama County,Iowa,17576,IA
19173,Taylor County,Iowa,6161,IA
19175,Union County,Iowa,12583,IA
19177,Van Buren County,Iowa,7436,IA
19179,Wapello County,Iowa,35391,IA
19181,Warren County,Iowa,47336,IA
19183,Washington County,Iowa,22015,IA
19185,Wayne County,Iowa,6402,IA
19187,Webster County,Iowa,37044,IA
19189,Winnebago County,Iowa,10554,IA
19191,Winneshiek County,Iowa,20994,IA
19193,Woodbury County,Iowa,102130,IA
19195,Worth County,Iowa,7541,IA
19197,Wright County,Iowa,12972,IA
20001,Allen County,Kansas,13124,KS
20003,Anderson County,Kansas,7897,KS
20005,Atchison County,Kansas,16749,KS
20007,Barber County,Kansas,4947,KS
20009,Barton County,Kansas,27509,KS
20011,Bourbon County,Kansas,14852,KS
20013,Brown County,Kansas,9997,KS
20015,Butler County,Kansas,65803,KS
20017,Chase County,Kansas,2700,KS
20019,Chautauqua County,Kansas,3552,KS
20021,Cherokee County,Kansas,20978,KS
20023,Cheyenne County,Kansas,2694,KS
20025,Clark County,Kansas,2193,KS
20027,Clay County,Kansas,8406,KS
20029,Cloud County,Kansas,9292,KS
20031,Coffey County,Kansas,8412,KS
20033,Comanche County,Kansas,1955,KS
20035,Cowley County,Kansas,36204,KS
20037,Crawford County,Kansas,39278,KS
20039,Decatur County,Kansas,2930,KS
20041,Dickinson County,Kansas,19609,KS
20043,Doniphan County,Kansas,7851,KS
20045,Douglas County,Kansas,114322,KS
20047,Edwards County,Kansas,2945,KS
20049,Elk County,Kansas,2655,KS
20051,Ellis County,Kansas,29061,KS
20053,Ellsworth County,Kansas,6398,KS
20055,Finney County,Kansas,37098,KS
20057,Ford County,Kansas,34819,KS
20059,Franklin County,Kansas,25740,KS
20061,Geary County,Kansas,37384,KS
20063,Gove County,Kansas,2769,KS
20065,Graham County,Kansas,2593,KS
20067,Grant County,Kansas,7950,KS
20069,Gray County,Kansas,6009,KS
20071,Greeley County,Kansas,1290,KS
20073,Greenwood County,Kansas,6424,KS
20075,Hamilton County,Kansas,2609,KS
20077,Harper County,Kansas,5860,KS
20079,Harvey County,Kansas,34741,KS
20081,Haskell County,Kansas,4141,KS
20083,Hodgeman County,Kansas,1950,KS
20085,Jackson County,Kansas,13366,KS
20087,Jefferson County,Kansas,18813,KS
20089,Jewell County,Kansas,3046,KS
20091,Johnson County,Kansas,566933,KS
20093,Kearny County,Kansas,3923,KS
20095,Kingman County,Kansas,7844,KS
20097,Kiowa County,Kansas,2523,KS
20099,Labette County,Kansas,20916,KS
20101,Lane County,Kansas,1720,KS
20103,Leavenworth County,Kansas,78185,KS
20105,Lincoln County,Kansas,3147,KS
20107,Linn County,Kansas,9516,KS
20109,Logan County,Kansas,2798,KS
20111,Lyon County,Kansas,33510,KS
20113,McPherson County,Kansas,29569,KS
20115,Marion County,Kansas,12219,KS
20117,Marshall County,Kansas,10002,KS
20119,Meade County,Kansas,4343,KS
20121,Miami County,Kansas,32835,KS
20123,Mitchell County,Kansas,6378,KS
20125,Montgomery County,Kansas,34292,KS
20127,Morris County,Kansas,5741,KS
20129,Morton County,Kansas,3143,KS
20131,Nemaha County,Kansas,10161,KS
20133,Neosho County,Kansas,16430,KS
20135,Ness County,Kansas,3073,KS
20137,Norton County,Kansas,5622,KS
20139,Osage County,Kansas,16142,KS
20141,Osborne County,Kansas,3818,KS
20143,Ottawa County,Kansas,6042,KS
20145,Pawnee County,Kansas,6971,KS
20147,Phillips County,Kansas,5540,KS
20149,Pottawatomie County,Kansas,22691,KS
20151,Pratt County,Kansas,9878,KS
20153,Rawlins County,Kansas,2589,KS
20155,Reno County,Kansas,64190,KS
20157,Republic County,Kansas,4820,KS
20159,Rice County,Kansas,10011,KS
20161,Riley County,Kansas,75394,KS
20163,Rooks County,Kansas,5190,KS
20165,Rush County,Kansas,3186,KS
20167,Russell County,Kansas,6933,KS
20169,Saline County,Kansas,55740,KS
20171,Scott County,Kansas,5035,KS
20173,Sedgwick County,Kansas,505415,KS
20175,Seward County,Kansas,23390,KS
20177,Shawnee County,Kansas,178831,KS
20179,Sheridan County,Kansas,2553,KS
20181,Sherman County,Kansas,6115,KS
20183,Smith County,Kansas,3706,KS
20185,Stafford County,Kansas,4359,KS
20187,Stanton County,Kansas,2194,KS
20189,Stevens County,Kansas,5816,KS
20191,Sumner County,Kansas,23591,KS
20193,Thomas County,Kansas,7948,KS
20195,Trego County,Kansas,2980,KS
20197,Wabaunsee County,Kansas,7051,KS
20199,Wallace County,Kansas,1569,KS
20201,Washington County,Kansas,5629,KS
20203,Wichita County,Kansas,2192,KS
20205,Wilson County,Kansas,9105,KS
20207,Woodson County,Kansas,3221,KS
20209,Wyandotte County,Kansas,160384,KS
21001,Adair County,Kentucky,18732,KY
21003,Allen County,Kentucky,20311,KY
21005,Anderson County,Kentucky,21811,KY
21007,Ballard County,Kentucky,8332,KY
21009,Barren County,Kentucky,43027,KY
21011,Bath County,Kentucky,11961,KY
21013,Bell County,Kentucky,27885,KY
21015,Boone County,Kentucky,124442,KY
21017,Bourbon County,Kentucky,19998,KY
21019,Boyd County,Kentucky,48886,KY
21021,Boyle County,Kentucky,29013,KY
21023,Bracken County,Kentucky,8416,KY
21025,Breathitt County,Kentucky,13545,KY
21027,Breckinridge County,Kentucky,20040,KY
21029,Bullitt County,Kentucky,76854,KY
21031,Butler County,Kentucky,12793,KY
21033,Caldwell County,Kentucky,12823,KY
21035,Calloway County,Kentucky,37657,KY
21037,Campbell County,Kentucky,90988,KY
21039,Carlisle County,Kentucky,5001,KY
21041,Carroll County,Kentucky,10953,KY
21043,Carter County,Kentucky,27202,KY
21045,Casey County,Kentucky,16067,KY
21047,Christian County,Kentucky,74167,KY
21049,Clark County,Kentucky,35614,KY
21051,Clay County,Kentucky,21364,KY
21053,Clinton County,Kentucky,10146,KY
21055,Crittenden County,Kentucky,9255,KY
21057,Cumberland County,Kentucky,6789,KY
21059,Daviess County,Kentucky,98218,KY
21061,Edmonson County,Kentucky,12062,KY
21063,Elliott County,Kentucky,7637,KY
21065,Estill County,Kentucky,14488,KY
21067,Fayette County,Kentucky,308428,KY
21069,Fleming County,Kentucky,14508,KY
21071,Floyd County,Kentucky,38728,KY
21073,Franklin County,Kentucky,49648,KY
21075,Fulton County,Kentucky,6385,KY
21077,Gallatin County,Kentucky,8474,KY
21079,Garrard County,Kentucky,16915,KY
21081,Grant County,Kentucky,24753,KY
21083,Graves County,Kentucky,37451,KY
21085,Grayson County,Kentucky,25997,KY
21087,Green County,Kentucky,11180,KY
21089,Greenup County,Kentucky,36519,KY
21091,Hancock County,Kentucky,8687,KY
21093,Hardin County,Kentucky,108191,KY
21095,Harlan County,Kentucky,28499,KY
21097,Harrison County,Kentucky,18518,KY
21099,Hart County,Kentucky,18573,KY
21101,Henderson County,Kentucky,46347,KY
21103,Henry County,Kentucky,15445,KY
21105,Hickman County,Kentucky,4745,KY
21107,Hopkins County,Kentucky,46634,KY
21109,Jackson County,Kentucky,13427,KY
21111,Jefferson County,Kentucky,756832,KY
21113,Jessamine County,Kentucky,50173,KY
21115,Johnson County,Kentucky,23449,KY
21117,Kenton County,Kentucky,163145,KY
21119,Knott County,Kentucky,15976,KY
21121,Knox County,Kentucky,31790,KY
21123,LaRue County,Kentucky,14064,KY
21125,Laurel County,Kentucky,59563,KY
21127,Lawrence County,Kentucky,15856,KY
21129,Lee County,Kentucky,7260,KY
21131,Leslie County,Kentucky,11019,KY
21133,Letcher County,Kentucky,23619,KY
21135,Lewis County,Kentucky,13806,KY
21137,Lincoln County,Kentucky,24370,KY
21139,Livingston County,Kentucky,9359,KY
21141,Logan County,Kentucky,26876,KY
21143,Lyon County,Kentucky,8451,KY
21145,McCracken County,Kentucky,65373,KY
21147,McCreary County,Kentucky,17989,KY
21149,McLean County,Kentucky,9496,KY
21151,Madison County,Kentucky,85590,KY
21153,Magoffin County,Kentucky,12950,KY
21155,Marion County,Kentucky,20045,KY
21157,Marshall County,Kentucky,31107,KY
21159,Martin County,Kentucky,12647,KY
21161,Mason County,Kentucky,17278,KY
21163,Meade County,Kentucky,29210,KY
21165,Menifee County,Kentucky,6288,KY
21167,Mercer County,Kentucky,21349,KY
21169,Metcalfe County,Kentucky,9983,KY
21171,Monroe County,Kentucky,10681,KY
21173,Montgomery County,Kentucky,27251,KY
21175,Morgan County,Kentucky,13380,KY
21177,Muhlenberg County,Kentucky,31179,KY
21179,Nelson County,Kentucky,44540,KY
21181,Nicholas County,Kentucky,7039,KY
21183,Ohio County,Kentucky,23988,KY
21185,Oldham County,Kentucky,62364,KY
21187,Owen County,Kentucky,10662,KY
21189,Owsley County,Kentucky,4654,KY
21191,Pendleton County,Kentucky,14570,KY
21193,Perry County,Kentucky,28010,KY
21195,Pike County,Kentucky,63380,KY
21197,Powell County,Kentucky,12494,KY
21199,Pulaski County,Kentucky,63907,KY
21201,Robertson County,Kentucky,2235,KY
21203,Rockcastle County,Kentucky,16693,KY
21205,Rowan County,Kentucky,23527,KY
21207,Russell County,Kentucky,17752,KY
21209,Scott County,Kentucky,49947,KY
21211,Shelby County,Kentucky,44216,KY
21213,Simpson County,Kentucky,17793,KY
21215,Spencer County,Kentucky,17637,KY
21217,Taylor County,Kentucky,24649,KY
21219,Todd County,Kentucky,12503,KY
21221,Trigg County,Kentucky,14293,KY
21223,Trimble County,Kentucky,8816,KY
21225,Union County,Kentucky,15029,KY
21227,Warren County,Kentucky,118370,KY
21229,Washington County,Kentucky,11875,KY
21231,Wayne County,Kentucky,20678,KY
21233,Webster County,Kentucky,13452,KY
21235,Whitley County,Kentucky,35766,KY
21237,Wolfe County,Kentucky,7248,KY
21239,Woodford County,Kentucky,25275,KY
22001,Acadia Parish,Louisiana,62204,LA
22003,Allen Parish,Louisiana,25537,LA
22005,Ascension Parish,Louisiana,114393,LA
22007,Assumption Parish,Louisiana,23187,LA
22009,Avoyelles Parish,Louisiana,41299,LA
22011,Beauregard Parish,Louisiana,36167,LA
22013,Bienville Parish,Louisiana,13981,LA
22015,Bossier Parish,Louisiana,123823,LA
22017,Caddo Parish,Louisiana,254887,LA
22019,Calcasieu Parish,Louisiana,195296,LA
22021,Caldwell Parish,Louisiana,9989,LA
22023,Cameron Parish,Louisiana,6744,LA
22025,Catahoula Parish,Louisiana,10238,LA
22027,Claiborne Parish,Louisiana,16650,LA
22029,Concordia Parish,Louisiana,20442,LA
22031,De Soto Parish,Louisiana,27083,LA
22033,East Baton Rouge Parish,Louisiana,445227,LA
22035,East Carroll Parish,Louisiana,7529,LA
22037,East Feliciana Parish,Louisiana,19728,LA
22039,Evangeline Parish,Louisiana,33578,LA
22041,Franklin Parish,Louisiana,20571,LA
22043,Grant Parish,Louisiana,22030,LA
22045,Iberia Parish,Louisiana,73878,LA
22047,Iberville Parish,Louisiana,33367,LA
22049,Jackson Parish,Louisiana,16112,LA
22051,Jefferson Parish,Louisiana,434767,LA
22053,Jefferson Davis Parish,Louisiana,31301,LA
22055,Lafayette Parish,Louisiana,230845,LA
22057,Lafourche Parish,Louisiana,97141,LA
22059,LaSalle Parish,Louisiana,14777,LA
22061,Lincoln Parish,Louisiana,47414,LA
22063,Livingston Parish,Louisiana,134053,LA
22065,Madison Parish,Louisiana,11927,LA
22067,Morehouse Parish,Louisiana,27057,LA
22069,Natchitoches Parish,Louisiana,39138,LA
22071,Orleans Parish,Louisiana,378715,LA
22073,Ouachita Parish,Louisiana,156220,LA
22075,Plaquemines Parish,Louisiana,23550,LA
22077,Pointe Coupee Parish,Louisiana,22499,LA
22079,Rapides Parish,Louisiana,132723,LA
22081,Red River Parish,Louisiana,8894,LA
22083,Richland Parish,Louisiana,20857,LA
22085,Sabine Parish,Louisiana,24235,LA
22087,St. Bernard Parish,Louisiana,43482,LA
22089,St. Charles Parish,Louisiana,52617,LA
22091,St. Helena Parish,Louisiana,10875,LA
22093,St. James Parish,Louisiana,21752,LA
22095,St. John the Baptist Parish,Louisiana,43761,LA
22097,St. Landry Parish,Louisiana,83454,LA
22099,St. Martin Parish,Louisiana,52936,LA
22101,St. Mary Parish,Louisiana,53543,LA
22103,St. Tammany Parish,Louisiana,242333,LA
22105,Tangipahoa Parish,Louisiana,125412,LA
22107,Tensas Parish,Louisiana,4908,LA
22109,Terrebonne Parish,Louisiana,112749,LA
22111,Union Parish,Louisiana,22344,LA
22113,Vermilion Parish,Louisiana,59253,LA
22115,Vernon Parish,Louisiana,52606,LA
22117,Washington Parish,Louisiana,46419,LA
22119,Webster Parish,Louisiana,40678,LA
22121,West Baton Rouge Parish,Louisiana,24573,LA
22123,West Carroll Parish,Louisiana,11465,LA
22125,West Feliciana Parish,Louisiana,15444,LA
22127,Winn Parish,Louisiana,14813,LA
23001,Androscoggin County,Maine,107604,ME
23003,Aroostook County,Maine,70055,ME
23005,Cumberland County,Maine,285456,ME
23007,Franklin County,Maine,30495,ME
23009,Hancock County,Maine,54845,ME
23011,Kennebec County,Maine,121164,ME
23013,Knox County,Maine,39550,ME
23015,Lincoln County,Maine,34088,ME
23017,Oxford County,Maine,57277,ME
23019,Penobscot County,Maine,153364,ME
23021,Piscataquis County,Maine,17124,ME
23023,Sagadahoc County,Maine,35013,ME
23025,Somerset County,Maine,51706,ME
23027,Waldo County,Maine,38940,ME
23029,Washington County,Maine,32190,ME
23031,York County,Maine,199431,ME
24001,Allegany County,Maryland,73521,MD
24003,Anne Arundel County,Maryland,555743,MD
24005,Baltimore County,Maryland,823015,MD
24009,Calvert County,Maryland,90484,MD
24011,Caroline County,Maryland,32693,MD
24013,Carroll County,Maryland,167564,MD
24015,Cecil County,Maryland,101913,MD
24017,Charles County,Maryland,152864,MD
24019,Dorchester County,Maryland,32660,MD
24021,Frederick County,Maryland,241409,MD
24023,Garrett County,Maryland,29889,MD
24025,Harford County,Maryland,249215,MD
24027,Howard County,Maryland,304580,MD
24029,Kent County,Maryland,19944,MD
24031,Montgomery County,Maryland,1016677,MD
24033,Prince George's County,Maryland,890081,MD
24035,Queen Anne's County,Maryland,48517,MD
24037,St. Mary's County,Maryland,109633,MD
24039,Somerset County,Maryland,26273,MD
24041,Talbot County,Maryland,37931,MD
24043,Washington County,Maryland,149588,MD
24045,Wicomico County,Maryland,100896,MD
24047,Worcester County,Maryland,51620,MD
24510,"Baltimore, City of[16]",Maryland,622104,MD
25001,Barnstable County,Massachusetts,214990,MA
25003,Berkshire County[13],Massachusetts,129585,MA
25005,Bristol County,Massachusetts,552780,MA
25007,Dukes County,Massachusetts,17256,MA
25009,Essex County[13],Massachusetts,762550,MA
25011,Franklin County[13],Massachusetts,71221,MA
25013,Hampden County[13],Massachusetts,467319,MA
25015,Hampshire County[13],Massachusetts,159596,MA
25017,Middlesex County[13],Massachusetts,1552802,MA
25019,"Nantucket, Town and County of[17]",Massachusetts,10399,MA
25021,Norfolk County,Massachusetts,687802,MA
25023,Plymouth County,Massachusetts,501915,MA
25025,Suffolk County[13],Massachusetts,755503,MA
25027,Worcester County[13],Massachusetts,809106,MA
26001,Alcona County,Michigan,10578,MI
26003,Alger County,Michigan,9522,MI
26005,Allegan County,Michigan,112531,MI
26007,Alpena County,Michigan,29091,MI
26009,Antrim County,Michigan,23370,MI
26011,Arenac County,Michigan,15487,MI
26013,Baraga County,Michigan,8695,MI
26015,Barry County,Michigan,59097,MI
26017,Bay County,Michigan,106832,MI
26019,Benzie County,Michigan,17428,MI
26021,Berrien County,Michigan,155252,MI
26023,Branch County,Michigan,43649,MI
26025,Calhoun County,Michigan,135012,MI
26027,Cass County,Michigan,51910,MI
26029,Charlevoix County,Michigan,26129,MI
26031,Cheboygan County,Michigan,25726,MI
26033,Chippewa County,Michigan,38696,MI
26035,Clare County,Michigan,30569,MI
26037,Clinton County,Michigan,76739,MI
26039,Crawford County,Michigan,13904,MI
26041,Delta County,Michigan,36905,MI
26043,Dickinson County,Michigan,26098,MI
26045,Eaton County,Michigan,108348,MI
26047,Emmet County,Michigan,33140,MI
26049,Genesee County,Michigan,415376,MI
26051,Gladwin County,Michigan,25493,MI
26053,Gogebic County,Michigan,15916,MI
26055,Grand Traverse County,Michigan,89987,MI
26057,Gratiot County,Michigan,41968,MI
26059,Hillsdale County,Michigan,46101,MI
26061,Houghton County,Michigan,36225,MI
26063,Huron County,Michigan,32224,MI
26065,Ingham County,Michigan,282234,MI
26067,Ionia County,Michigan,64073,MI
26069,Iosco County,Michigan,25429,MI
26071,Iron County,Michigan,11516,MI
26073,Isabella County,Michigan,70436,MI
26075,Jackson County,Michigan,160369,MI
26077,Kalamazoo County,Michigan,256725,MI
26079,Kalkaska County,Michigan,17196,MI
26081,Kent County,Michigan,621700,MI
26083,Keweenaw County,Michigan,2191,MI
26085,Lake County,Michigan,11386,MI
26087,Lapeer County,Michigan,88389,MI
26089,Leelanau County,Michigan,21747,MI
26091,Lenawee County,Michigan,99188,MI
26093,Livingston County,Michigan,184443,MI
26095,Luce County,Michigan,6502,MI
26097,Mackinac County,Michigan,11061,MI
26099,Macomb County,Michigan,854769,MI
26101,Manistee County,Michigan,24450,MI
26103,Marquette County,Michigan,67700,MI
26105,Mason County,Michigan,28605,MI
26107,Mecosta County,Michigan,43108,MI
26109,Menominee County,Michigan,23791,MI
26111,Midland County,Michigan,83919,MI
26113,Missaukee County,Michigan,15051,MI
26115,Monroe County,Michigan,150376,MI
26117,Montcalm County,Michigan,63105,MI
26119,Montmorency County,Michigan,9350,MI
26121,Muskegon County,Michigan,171008,MI
26123,Newaygo County,Michigan,48001,MI
26125,Oakland County,Michigan,1231640,MI
26127,Oceana County,Michigan,26245,MI
26129,Ogemaw County,Michigan,21234,MI
26131,Ontonagon County,Michigan,6322,MI
26133,Osceola County,Michigan,23259,MI
26135,Oscoda County,Michigan,8379,MI
26137,Otsego County,Michigan,24129,MI
26139,Ottawa County,Michigan,272701,MI
26141,Presque Isle County,Michigan,13062,MI
26143,Roscommon County,Michigan,24014,MI
26145,Saginaw County,Michigan,196542,MI
26147,St. Clair County,Michigan,160469,MI
26149,St. Joseph County,Michigan,60964,MI
26151,Sanilac County,Michigan,41823,MI
26153,Schoolcraft County,Michigan,8247,MI
26155,Shiawassee County,Michigan,68900,MI
26157,Tuscola County,Michigan,54263,MI
26159,Van Buren County,Michigan,75455,MI
26161,Washtenaw County,Michigan,354240,MI
26163,Wayne County,Michigan,1775273,MI
26165,Wexford County,Michigan,32645,MI
27001,Aitkin County,Minnesota,15742,MN
27003,Anoka County,Minnesota,339534,MN
27005,Becker County,Minnesota,33231,MN
27007,Beltrami County,Minnesota,45670,MN
27009,Benton County,Minnesota,39214,MN
27011,Big Stone County,Minnesota,5122,MN
27013,Blue Earth County,Minnesota,65528,MN
27015,Brown County,Minnesota,25332,MN
27017,Carlton County,Minnesota,35460,MN
27019,Carver County,Minnesota,95562,MN
27021,Cass County,Minnesota,28555,MN
27023,Chippewa County,Minnesota,12093,MN
27025,Chisago County,Minnesota,53761,MN
27027,Clay County,Minnesota,60661,MN
27029,Clearwater County,Minnesota,8838,MN
27031,Cook County,Minnesota,5200,MN
27033,Cottonwood County,Minnesota,11616,MN
27035,Crow Wing County,Minnesota,63208,MN
27037,Dakota County,Minnesota,408509,MN
27039,Dodge County,Minnesota,20349,MN
27041,Douglas County,Minnesota,36545,MN
27043,Faribault County,Minnesota,14191,MN
27045,Fillmore County,Minnesota,20835,MN
27047,Freeborn County,Minnesota,30948,MN
27049,Goodhue County,Minnesota,46464,MN
27051,Grant County,Minnesota,5989,MN
27053,Hennepin County,Minnesota,1198778,MN
27055,Houston County,Minnesota,18799,MN
27057,Hubbard County,Minnesota,20658,MN
27059,Isanti County,Minnesota,38204,MN
27061,Itasca County,Minnesota,45564,MN
27063,Jackson County,Minnesota,10260,MN
27065,Kanabec County,Minnesota,15996,MN
27067,Kandiyohi County,Minnesota,42410,MN
27069,Kittson County,Minnesota,4503,MN
27071,Koochiching County,Minnesota,13206,MN
27073,Lac qui Parle County,Minnesota,7027,MN
27075,Lake County,Minnesota,10777,MN
27077,Lake of the Woods County,Minnesota,3929,MN
27079,Le Sueur County,Minnesota,27810,MN
27081,Lincoln County,Minnesota,5830,MN
27083,Lyon County,Minnesota,25487,MN
27085,McLeod County,Minnesota,35918,MN
27087,Mahnomen County,Minnesota,5532,MN
27089,Marshall County,Minnesota,9425,MN
27091,Martin County,Minnesota,20422,MN
27093,Meeker County,Minnesota,23119,MN
